Machine ID,Machine Type,Date,Shift,Temperature (°C),Vibration Level (mm/s),Energy Usage (kWh),Production Output (units),Downtime (minutes),Error Codes
M001,Printing Machine,08-09-2024,Night,72.1,16.3,38.4,181,13,E01
M018,Spinning Machine,25-09-2024,Night,81.1,17.3,53.1,86,33,E01
M035,Weaving Machine,19-10-2024,Morning,65.2,21.4,50.3,70,53,E02
M031,Spinning Machine,10-09-2024,Morning,74.1,19.3,45.4,144,11,None
M036,Printing Machine,04-10-2024,Evening,61.6,23.4,52.6,23,45,E02
M047,Printing Machine,30-10-2024,Night,77.2,24.7,39.9,33,14,E01
M048,Printing Machine,23-09-2024,Morning,71.4,12.1,54.4,58,34,None
M033,Dyeing Machine,16-09-2024,Morning,70.7,19.6,31.6,135,32,E02
M028,Dyeing Machine,12-09-2024,Night,83.7,24,50,163,14,E02
M046,Printing Machine,25-10-2024,Evening,76.6,13.1,47.7,128,14,E02
M023,Weaving Machine,14-10-2024,Morning,85.3,21.2,34,65,26,E03
M008,Spinning Machine,04-10-2024,Morning,75.4,12.6,37.6,187,50,E03
M047,Dyeing Machine,02-09-2024,Evening,78.4,24.2,45,123,39,E01
M027,Weaving Machine,21-09-2024,Morning,73.7,14.6,39.4,97,1,E03
M001,Weaving Machine,02-10-2024,Night,89.9,12,37.1,196,39,E02
M024,Dyeing Machine,03-09-2024,Morning,63.6,18.7,45.7,82,58,None
M020,Spinning Machine,29-10-2024,Evening,89,11.3,43.6,40,36,E02
M034,Spinning Machine,14-10-2024,Evening,62,13.7,51.1,61,16,E01
M006,Weaving Machine,07-10-2024,Night,67.2,21.9,38.1,177,37,E01
M018,Weaving Machine,30-10-2024,Morning,78.8,24.8,57.7,20,36,E01
M043,Printing Machine,20-10-2024,Morning,61.2,11.8,39.9,194,28,E02
M042,Dyeing Machine,29-09-2024,Morning,79.2,16.5,45.2,141,57,E03
M050,Spinning Machine,03-09-2024,Night,88.8,18.9,58.2,53,39,None
M043,Spinning Machine,21-10-2024,Evening,88.4,14.4,33.9,16,17,None
M003,Weaving Machine,16-09-2024,Evening,60.2,11.4,49.3,68,7,E01
M039,Dyeing Machine,25-10-2024,Morning,66.2,21.9,43.9,113,42,E01
M031,Dyeing Machine,17-10-2024,Morning,85.9,12.1,54.3,100,18,None
M007,Spinning Machine,23-10-2024,Night,77.3,12.7,53.2,159,47,E03
M040,Printing Machine,27-10-2024,Evening,86.1,18.5,54.4,36,41,E01
M010,Dyeing Machine,21-10-2024,Morning,69.7,14,30.7,133,21,E03
M004,Spinning Machine,18-09-2024,Night,84.9,14.2,33.3,105,26,E02
M033,Printing Machine,13-10-2024,Evening,80.3,24.5,30.6,200,10,E03
M005,Spinning Machine,07-10-2024,Night,75.3,17.1,33.1,74,27,E02
M031,Weaving Machine,31-10-2024,Morning,72.2,16.5,32.3,158,4,E01
M005,Dyeing Machine,30-10-2024,Evening,83.8,23.2,33.5,121,8,E03
M035,Spinning Machine,17-10-2024,Evening,79.1,16.2,30.1,19,51,E02
M005,Printing Machine,08-10-2024,Evening,61.7,24,45.7,109,54,None
M028,Weaving Machine,18-10-2024,Morning,64.9,16.2,56,85,31,E01
M048,Spinning Machine,04-09-2024,Evening,76.3,11.4,42.9,141,59,E02
M034,Dyeing Machine,17-10-2024,Morning,70.3,15.3,30.3,96,48,E03
M003,Dyeing Machine,09-10-2024,Evening,68.3,11.2,58.1,39,5,E03
M033,Spinning Machine,07-09-2024,Morning,61.6,24.8,43.5,56,43,E01
M034,Dyeing Machine,14-09-2024,Night,71.9,18.5,53,162,51,E03
M003,Spinning Machine,12-09-2024,Evening,85.3,13.8,56.5,101,4,None
M004,Spinning Machine,13-10-2024,Night,61.2,18.3,36.5,56,16,E01
M016,Spinning Machine,26-10-2024,Night,64.5,19.7,43.2,178,36,E03
M032,Printing Machine,13-10-2024,Morning,82.4,20.5,59.6,82,51,E02
M045,Weaving Machine,22-10-2024,Night,79.7,14.9,40.9,29,53,E03
M045,Weaving Machine,13-09-2024,Morning,60.7,11.9,53.3,28,32,None
M021,Dyeing Machine,04-10-2024,Evening,66.8,16,60,7,34,E02
M047,Dyeing Machine,12-10-2024,Evening,74.3,20,54.3,134,38,E03
M039,Dyeing Machine,12-10-2024,Morning,75.2,13.4,52,64,24,E02
M029,Spinning Machine,31-10-2024,Evening,78.6,20,46.1,6,4,E01
M015,Spinning Machine,17-09-2024,Night,83.8,13.7,36.8,142,8,E02
M043,Dyeing Machine,08-09-2024,Morning,76.1,22.8,30.5,25,18,None
M014,Weaving Machine,21-10-2024,Evening,75.9,22.7,41,38,33,E03
M039,Weaving Machine,24-10-2024,Morning,84.5,15.4,41.9,126,59,None
M014,Dyeing Machine,08-09-2024,Evening,76.4,23,55.9,118,44,E03
M022,Weaving Machine,01-10-2024,Morning,64,17.3,52.8,86,50,E01
M030,Spinning Machine,08-10-2024,Evening,73.1,24.1,40,121,13,None
M042,Weaving Machine,17-09-2024,Night,83,20.3,48.6,141,39,E03
M049,Weaving Machine,15-09-2024,Night,82.6,16.3,37.7,195,32,E03
M029,Spinning Machine,16-09-2024,Morning,67.5,24.2,35.9,192,25,E03
M006,Weaving Machine,29-10-2024,Night,75.2,21.8,33.5,23,47,E01
M041,Dyeing Machine,02-09-2024,Night,65.8,20.6,53.3,94,17,E01
M037,Dyeing Machine,05-09-2024,Evening,88.5,13.7,55.3,87,48,None
M036,Spinning Machine,17-09-2024,Night,89.3,10.1,49.3,148,8,E02
M014,Dyeing Machine,13-10-2024,Morning,74,17.7,44.2,12,55,E01
M012,Spinning Machine,30-09-2024,Night,84,24.7,34.7,20,54,E02
M010,Weaving Machine,13-09-2024,Morning,69.7,15.3,37.4,90,31,E02
M041,Dyeing Machine,14-10-2024,Evening,76.7,17.9,39.9,28,10,E02
M048,Weaving Machine,29-09-2024,Morning,74.8,14.7,50.8,190,17,E02
M018,Dyeing Machine,15-09-2024,Night,62.2,23.3,30.9,188,10,E03
M029,Weaving Machine,17-09-2024,Morning,72.6,10.1,34.4,80,40,E03
M005,Weaving Machine,19-10-2024,Night,78.5,12.1,45.3,11,6,E03
M023,Spinning Machine,14-10-2024,Evening,73.4,24.5,51.8,169,21,E02
M018,Spinning Machine,09-10-2024,Morning,76.8,18.8,33.8,135,59,E02
M018,Spinning Machine,29-09-2024,Morning,73.2,11.5,56.5,190,23,E03
M007,Weaving Machine,01-10-2024,Night,76.3,16.5,34.1,175,10,E02
M042,Dyeing Machine,23-10-2024,Evening,66.1,18.2,49,65,38,E01
M016,Weaving Machine,08-10-2024,Morning,82.1,20.9,36.9,144,0,None
M022,Weaving Machine,20-10-2024,Morning,76.6,15.9,55.2,164,28,E03
M026,Printing Machine,25-10-2024,Evening,76.3,24.2,44.3,107,58,E02
M050,Weaving Machine,08-09-2024,Night,89.8,16.8,37.1,138,41,E03
M023,Dyeing Machine,19-10-2024,Evening,69.3,19.7,43.6,193,19,E02
M028,Dyeing Machine,01-10-2024,Evening,89.6,12.6,46.6,174,28,None
M002,Dyeing Machine,29-09-2024,Morning,76,14.2,46.4,79,48,E02
M025,Dyeing Machine,23-09-2024,Night,82.5,16.2,36.7,73,4,E02
M031,Dyeing Machine,01-09-2024,Morning,84.3,21.5,35.9,134,2,None
M029,Printing Machine,13-10-2024,Night,66.7,24.6,44.9,36,32,E03
M005,Dyeing Machine,21-10-2024,Morning,83.2,11,42.9,199,31,E01
M024,Printing Machine,02-10-2024,Morning,64.9,11.8,59.7,88,15,E01
M005,Dyeing Machine,16-09-2024,Evening,88.5,15.1,30.7,69,56,E02
M016,Printing Machine,24-10-2024,Morning,85.4,15.1,55.5,129,18,None
M042,Printing Machine,13-10-2024,Morning,72.6,24.6,55.3,163,33,None
M033,Printing Machine,15-09-2024,Morning,67.4,23.9,43.2,157,33,E02
M046,Spinning Machine,11-09-2024,Morning,89,16.1,44.9,139,44,E01
M045,Spinning Machine,12-09-2024,Evening,60.5,15.5,42.5,100,22,E01
M027,Printing Machine,16-10-2024,Morning,61.8,21.4,31.6,141,11,E01
M042,Spinning Machine,09-09-2024,Night,69.7,18.3,53.1,17,30,E02
M020,Dyeing Machine,11-10-2024,Morning,67.3,23.8,55.3,52,12,E02
M026,Weaving Machine,04-10-2024,Morning,85.7,14.3,52.2,134,18,E02
M031,Spinning Machine,13-10-2024,Morning,69.3,19,52,157,4,E02
M034,Weaving Machine,12-10-2024,Morning,71.6,16.7,41.6,187,54,E01
M001,Dyeing Machine,19-09-2024,Night,86.5,17.7,51.5,28,12,None
M036,Spinning Machine,23-09-2024,Evening,64.3,20.6,37.7,22,57,E03
M028,Weaving Machine,16-10-2024,Morning,72.9,21.5,30.9,38,21,E02
M021,Dyeing Machine,14-09-2024,Night,76.2,10.3,50.6,71,44,None
M001,Printing Machine,12-09-2024,Evening,80.8,17.5,55.8,58,58,E01
M001,Weaving Machine,28-10-2024,Morning,77.1,17.8,54.9,86,22,E01
M045,Printing Machine,30-10-2024,Morning,68.8,10.2,35.6,54,45,None
M017,Spinning Machine,10-10-2024,Night,79.9,20,54,146,53,None
M015,Spinning Machine,25-09-2024,Night,88.8,14.1,34.6,136,35,E02
M018,Printing Machine,19-09-2024,Morning,72.4,10.1,44.6,88,7,E02
M019,Dyeing Machine,18-10-2024,Night,67.8,23.1,30.3,38,10,E01
M028,Dyeing Machine,21-10-2024,Evening,89.4,18.1,35.3,55,16,E03
M023,Weaving Machine,18-10-2024,Morning,83.3,12.2,45.4,5,30,E02
M009,Dyeing Machine,12-10-2024,Morning,78.6,20.9,36.4,112,22,E03
M010,Dyeing Machine,01-09-2024,Night,63.8,18.9,47.6,160,43,E01
M005,Spinning Machine,17-09-2024,Evening,62.8,23.3,33,30,27,E01
M002,Spinning Machine,29-09-2024,Evening,82.1,21.7,38.9,186,50,E02
M044,Dyeing Machine,26-09-2024,Morning,80.7,13,48.1,1,2,E02
M046,Weaving Machine,08-10-2024,Night,75.4,10,56.4,135,13,E01
M038,Weaving Machine,25-10-2024,Evening,84.5,19.8,35,73,56,E03
M031,Spinning Machine,10-09-2024,Morning,63.7,10.4,58.7,148,38,None
M003,Printing Machine,05-10-2024,Night,73.5,20.6,57.5,97,23,None
M028,Printing Machine,28-09-2024,Evening,71.2,16.4,30.6,144,4,E01
M018,Spinning Machine,24-10-2024,Morning,69.1,21.7,50.4,17,54,E01
M004,Weaving Machine,03-09-2024,Night,89.2,20.7,38.4,82,45,E02
M044,Printing Machine,12-10-2024,Evening,79.3,14.6,41.2,94,12,E01
M028,Weaving Machine,19-10-2024,Night,71.7,17.4,45.4,4,34,E02
M034,Spinning Machine,10-10-2024,Evening,70.9,16,48.1,34,27,E02
M049,Weaving Machine,10-09-2024,Night,71.5,14.8,57,197,57,E01
M048,Dyeing Machine,17-10-2024,Evening,61.6,21.2,43.9,155,33,E03
M008,Spinning Machine,07-10-2024,Morning,83.8,18.6,56.9,35,1,E01
M023,Spinning Machine,19-10-2024,Evening,86.1,21.8,52.9,17,29,E03
M026,Weaving Machine,10-10-2024,Evening,63.3,17.1,53.4,13,36,E01
M022,Spinning Machine,26-09-2024,Morning,65,12.7,51.8,148,51,E02
M011,Weaving Machine,03-10-2024,Night,68.5,14.6,46.6,11,18,E02
M045,Dyeing Machine,02-09-2024,Evening,71.8,16.4,58.3,24,41,E01
M015,Printing Machine,31-10-2024,Night,76.6,17.1,53,138,11,None
M046,Dyeing Machine,21-09-2024,Evening,67.9,23.2,52,170,50,None
M018,Dyeing Machine,02-09-2024,Evening,69.8,17.4,30.7,0,49,E03
M037,Weaving Machine,19-10-2024,Evening,68.6,14.5,32.5,41,28,E03
M024,Weaving Machine,16-09-2024,Morning,65.5,15.9,41.9,78,50,E03
M029,Weaving Machine,25-09-2024,Morning,87.1,20.3,30.6,92,50,None
M020,Weaving Machine,22-09-2024,Morning,62.7,14.8,38.2,192,60,E01
M015,Printing Machine,28-09-2024,Evening,81.8,10.4,30.1,156,52,None
M035,Weaving Machine,30-09-2024,Evening,81.5,14.8,53.9,37,49,E02
M021,Printing Machine,02-10-2024,Morning,82.6,18.3,40.8,190,43,None
M041,Printing Machine,12-10-2024,Morning,69.1,18.2,48.4,102,3,E01
M028,Printing Machine,31-10-2024,Morning,68.8,22.3,42.5,123,43,E03
M041,Printing Machine,22-09-2024,Night,66.3,22.8,47.2,192,30,None
M020,Printing Machine,12-10-2024,Night,89,17.5,45.1,66,51,None
M001,Weaving Machine,24-09-2024,Evening,62.9,21.8,55.5,133,43,E02
M033,Weaving Machine,03-09-2024,Night,65.7,13.3,39.7,61,24,None
M006,Dyeing Machine,05-09-2024,Night,71,21.4,44.3,96,26,E03
M021,Spinning Machine,11-09-2024,Evening,77.1,15.7,58.5,94,23,E01
M017,Printing Machine,24-10-2024,Night,87.5,18.9,55.7,93,12,E02
M047,Printing Machine,19-10-2024,Night,68.1,13,55.2,35,47,E02
M036,Weaving Machine,26-10-2024,Evening,75,18.7,41.2,142,2,None
M016,Dyeing Machine,02-10-2024,Morning,65.8,17.7,43.5,200,32,E02
M017,Weaving Machine,28-09-2024,Evening,78.1,21,36.4,96,44,E02
M037,Spinning Machine,27-09-2024,Morning,89.2,20.7,59.8,129,24,E02
M040,Dyeing Machine,17-09-2024,Morning,63.2,10.3,36.6,102,55,None
M029,Spinning Machine,21-09-2024,Morning,65.4,12.6,32.2,58,60,E01
M029,Spinning Machine,21-10-2024,Morning,67.1,21,56.3,0,39,None
M049,Spinning Machine,23-09-2024,Night,63.3,17.5,58.3,52,60,None
M010,Spinning Machine,06-09-2024,Morning,88.2,13.2,41.6,183,43,E01
M012,Weaving Machine,17-10-2024,Night,74.3,23.1,35.5,176,40,None
M011,Printing Machine,03-09-2024,Evening,76.9,16,56.4,0,40,E01
M039,Spinning Machine,04-10-2024,Evening,88.6,15.4,30.5,17,36,E02
M047,Printing Machine,15-09-2024,Night,68.6,24.8,46.2,115,59,E03
M017,Printing Machine,30-09-2024,Evening,66.1,19.9,41.7,110,47,None
M003,Printing Machine,23-10-2024,Night,82.9,19.3,30.8,169,4,E03
M012,Printing Machine,15-10-2024,Morning,66.5,10.6,50.2,45,13,E02
M017,Spinning Machine,24-10-2024,Evening,83.7,10,57.8,127,27,E02
M047,Printing Machine,29-10-2024,Evening,76,13.6,50.8,118,1,E01
M028,Weaving Machine,04-10-2024,Evening,74,23.1,33.8,109,46,E03
M029,Printing Machine,23-09-2024,Evening,64.5,24.3,31.1,178,50,None
M001,Weaving Machine,08-09-2024,Morning,81.5,19,33.9,54,50,E03
M022,Weaving Machine,30-09-2024,Evening,84.6,19,33.9,130,31,E03
M031,Spinning Machine,01-09-2024,Evening,86.6,15.1,30.3,75,30,E01
M005,Printing Machine,15-10-2024,Morning,87.7,23.8,37.8,28,29,E01
M015,Printing Machine,19-10-2024,Morning,80.1,12.9,51.1,53,13,E03
M031,Printing Machine,12-10-2024,Morning,68.6,16.3,32.6,183,50,None
M008,Spinning Machine,03-09-2024,Night,76.1,22.1,54.5,193,25,E03
M045,Printing Machine,16-09-2024,Night,76,24.9,53,72,47,None
M008,Dyeing Machine,14-10-2024,Morning,68.2,17.9,35,170,46,E02
M028,Printing Machine,06-10-2024,Morning,88.8,16.7,49.9,122,43,E01
M011,Spinning Machine,11-09-2024,Evening,72,16.6,36.3,187,49,E02
M006,Printing Machine,13-09-2024,Night,78.9,10.1,47.6,51,58,None
M001,Printing Machine,10-09-2024,Night,78.8,23.2,55.5,107,8,E03
M036,Spinning Machine,18-09-2024,Night,67.9,24,34.7,83,2,E02
M007,Dyeing Machine,05-10-2024,Morning,77.2,23,42,188,36,None
M015,Weaving Machine,22-10-2024,Night,77.8,15.5,46.2,137,59,E03
M039,Spinning Machine,02-09-2024,Morning,62.8,17.4,40.4,162,50,E03
M044,Weaving Machine,05-10-2024,Evening,75.2,20,59.4,62,41,E01
M016,Weaving Machine,20-09-2024,Morning,63.6,16.8,58.9,108,38,E01
M049,Spinning Machine,18-09-2024,Night,89.6,21,38.3,32,49,None
M007,Dyeing Machine,01-09-2024,Morning,88.9,24.1,52.9,72,41,E01
M008,Weaving Machine,28-09-2024,Evening,69.5,15.6,55.9,142,3,E02
M032,Dyeing Machine,07-10-2024,Evening,77.5,15.7,41.6,160,25,E02
M001,Weaving Machine,20-10-2024,Morning,60.1,21.8,50.9,77,36,E03
M027,Printing Machine,15-10-2024,Evening,61.1,11.8,37.8,188,23,E01
M033,Spinning Machine,28-09-2024,Night,78,19.7,50.5,12,60,E01
M035,Weaving Machine,13-10-2024,Morning,88.5,15.9,56.9,178,38,E01
M032,Spinning Machine,26-10-2024,Evening,60.4,16.5,45.3,180,22,None
M031,Weaving Machine,16-10-2024,Morning,84.3,14.7,49.8,82,19,E03
M002,Spinning Machine,08-10-2024,Night,83.5,21.1,30.1,42,43,E03
M004,Weaving Machine,26-10-2024,Evening,72.3,18.6,30.7,187,20,None
M012,Spinning Machine,02-09-2024,Evening,69.5,23.1,37.3,139,3,E03
M050,Dyeing Machine,10-10-2024,Night,68.5,21,33.5,117,42,E02
M037,Spinning Machine,23-10-2024,Morning,85.2,21.8,50,160,60,E02
M002,Dyeing Machine,04-09-2024,Evening,63.2,20.8,43.6,182,28,E03
M039,Spinning Machine,07-09-2024,Evening,80.8,19.8,59.8,174,60,E02
M027,Printing Machine,27-10-2024,Morning,82.1,22.4,48.1,159,57,None
M005,Weaving Machine,14-10-2024,Evening,66.1,25,42.4,67,36,E01
M004,Printing Machine,28-09-2024,Night,78,12.5,33.8,181,36,E01
M044,Printing Machine,01-09-2024,Evening,70.5,15.9,57.9,116,56,E01
M026,Weaving Machine,09-09-2024,Evening,64.9,21,47.3,57,56,E03
M043,Dyeing Machine,12-09-2024,Morning,71.8,13.7,34.7,71,57,E01
M041,Printing Machine,08-10-2024,Morning,85.9,18.7,35.1,47,15,None
M014,Dyeing Machine,20-09-2024,Morning,85.3,12.3,55.3,141,58,E02
M025,Weaving Machine,22-09-2024,Morning,87.7,15.6,35.1,65,19,E01
M011,Weaving Machine,19-10-2024,Morning,62.4,12,44.1,143,19,None
M013,Spinning Machine,28-10-2024,Evening,71.4,15.6,45.3,120,58,E01
M002,Dyeing Machine,30-09-2024,Night,67.2,11.9,54.6,176,38,None
M044,Dyeing Machine,28-10-2024,Night,84.3,21.1,42.4,114,2,E02
M006,Weaving Machine,18-10-2024,Evening,61.7,17.5,36.1,184,43,E03
M038,Printing Machine,18-09-2024,Evening,62.2,13,45.5,94,53,E03
M045,Printing Machine,26-10-2024,Morning,74.6,18.8,58.3,12,37,E01
M029,Dyeing Machine,04-10-2024,Morning,83.4,17.7,36.7,99,14,E02
M010,Spinning Machine,26-10-2024,Night,72.4,20.1,35.6,193,47,E02
M013,Spinning Machine,28-10-2024,Evening,65.8,14.2,58.7,127,34,E01
M048,Weaving Machine,20-09-2024,Night,77.9,21.5,45.8,132,6,E01
M013,Printing Machine,20-09-2024,Night,75.6,17.4,49.7,187,38,E03
M025,Dyeing Machine,13-10-2024,Night,63.5,12.2,34.7,41,54,E01
M027,Printing Machine,03-10-2024,Morning,71.7,23.8,53.8,176,16,None
M008,Weaving Machine,19-09-2024,Morning,67.4,15.7,49.7,39,11,E01
M036,Spinning Machine,24-10-2024,Morning,79.5,15.1,41.7,99,14,E01
M013,Printing Machine,17-10-2024,Evening,65.7,14.4,46.9,145,36,E01
M043,Printing Machine,23-09-2024,Morning,82.2,22.4,47.4,79,26,E03
M030,Printing Machine,26-10-2024,Night,63.5,15.3,47,24,49,E01
M009,Dyeing Machine,14-10-2024,Night,79.7,24.4,40.7,161,22,None
M047,Printing Machine,16-10-2024,Night,73.7,12.2,36,35,55,E01
M028,Spinning Machine,13-09-2024,Morning,60.9,21.2,34.5,17,53,E03
M035,Spinning Machine,12-09-2024,Evening,83.1,19.8,45,72,42,E02
M025,Dyeing Machine,01-10-2024,Night,87.6,19.3,54.4,99,7,E02
M018,Printing Machine,08-10-2024,Morning,68.7,23.4,41.5,20,39,None
M008,Dyeing Machine,16-10-2024,Night,77.8,14.6,39.2,87,8,None
M046,Dyeing Machine,17-09-2024,Morning,80.8,16.6,42.3,36,52,E02
M028,Dyeing Machine,25-09-2024,Night,84.6,14.2,51.8,171,7,E01
M022,Dyeing Machine,13-09-2024,Morning,60.7,22.4,54.7,77,40,None
M044,Dyeing Machine,04-10-2024,Evening,62.3,17.6,44.7,1,43,E01
M031,Weaving Machine,09-09-2024,Morning,66.4,13,33.3,171,11,E01
M021,Printing Machine,17-09-2024,Morning,76.3,19.8,31.6,167,30,E02
M006,Weaving Machine,08-09-2024,Night,79.9,15.5,53.1,124,58,None
M021,Dyeing Machine,09-10-2024,Evening,76.7,22.1,40,190,15,None
M047,Printing Machine,13-10-2024,Night,74.7,15,30.1,36,42,None
M019,Weaving Machine,06-10-2024,Morning,64.9,24.8,57.7,179,32,E03
M011,Dyeing Machine,12-10-2024,Night,78.5,17.5,40.7,69,59,E03
M018,Spinning Machine,04-09-2024,Evening,77.8,11.2,35.6,194,6,E02
M003,Printing Machine,27-09-2024,Morning,70.2,24.8,49.4,16,7,None
M044,Weaving Machine,06-10-2024,Evening,69.7,16.2,53.9,17,12,None
M005,Dyeing Machine,23-09-2024,Evening,82.6,24.5,47.5,148,20,E03
M018,Weaving Machine,05-09-2024,Morning,64.8,14.2,38.5,36,32,E03
M032,Spinning Machine,23-10-2024,Morning,65.2,13.8,34.5,164,16,None
M004,Weaving Machine,21-09-2024,Night,61.8,13.3,54.2,107,56,E01
M024,Dyeing Machine,11-10-2024,Night,67.3,22.9,41.9,66,57,None
M034,Weaving Machine,03-10-2024,Night,75.5,10.7,56.2,172,8,None
M033,Printing Machine,28-09-2024,Morning,80,13.2,40.5,59,45,None
M011,Printing Machine,18-09-2024,Morning,83.7,23.5,48.7,18,33,E03
M023,Weaving Machine,16-09-2024,Evening,72.2,14.3,52.3,110,13,E02
M032,Printing Machine,13-09-2024,Night,80.9,11.4,53.7,77,48,E01
M038,Dyeing Machine,15-10-2024,Morning,75.8,23.6,44,22,33,None
M039,Weaving Machine,09-09-2024,Morning,83.6,13.1,43.1,177,50,None
M038,Dyeing Machine,18-10-2024,Night,64.6,23.6,38.5,153,39,E01
M028,Printing Machine,12-09-2024,Evening,69.4,24.2,39.3,27,39,E02
M047,Printing Machine,14-10-2024,Night,73.7,17,41,88,26,E03
M045,Spinning Machine,14-10-2024,Evening,70.2,20.1,57.3,78,35,E01
M023,Spinning Machine,23-09-2024,Morning,64.7,24.8,54,197,54,E01
M008,Printing Machine,21-09-2024,Night,77.1,21.7,59.5,89,30,E03
M019,Printing Machine,17-10-2024,Night,66.7,13.1,47.9,81,37,None
M018,Printing Machine,07-10-2024,Evening,86.4,14.5,58.3,52,7,E01
M039,Weaving Machine,18-10-2024,Evening,62.9,24.3,57.7,18,3,E03
M026,Printing Machine,05-09-2024,Night,78.7,18.7,45.5,17,31,None
M024,Dyeing Machine,31-10-2024,Night,72.1,11,34.2,90,27,E01
M022,Weaving Machine,02-09-2024,Morning,70.5,22,31.7,198,46,E03
M047,Dyeing Machine,24-09-2024,Night,61.6,24.7,52.7,43,39,E01
M033,Weaving Machine,11-10-2024,Morning,87.1,12.8,39.3,5,15,None
M045,Weaving Machine,20-09-2024,Morning,83,16.3,50.6,27,14,E01
M013,Printing Machine,26-09-2024,Night,61.5,21.5,40.4,154,60,E02
M036,Weaving Machine,27-09-2024,Evening,79.1,20.6,45.8,36,49,E01
M019,Dyeing Machine,04-09-2024,Morning,73.4,19.1,56.4,29,34,E01
M039,Printing Machine,13-10-2024,Evening,84,12.1,30.6,106,57,E02
M019,Dyeing Machine,29-10-2024,Morning,70,11.7,43.9,179,40,E01
M024,Weaving Machine,04-09-2024,Evening,65.9,12.4,49.3,196,12,E01
M037,Spinning Machine,20-10-2024,Morning,68.3,12.5,33,26,41,E01
M027,Spinning Machine,25-10-2024,Night,60.7,18.9,41.9,184,13,None
M025,Printing Machine,26-09-2024,Night,86,10,38,121,19,E03
M019,Weaving Machine,12-10-2024,Night,83.5,22,34.5,30,33,E03
M038,Weaving Machine,18-09-2024,Night,62.1,11.1,38.3,167,33,E03
M049,Spinning Machine,18-09-2024,Evening,73,17.3,48.6,105,23,E02
M034,Printing Machine,07-10-2024,Night,63.8,12.5,48.1,45,8,E02
M019,Spinning Machine,07-10-2024,Night,74.8,11.7,47.1,126,12,E02
M007,Weaving Machine,29-09-2024,Night,87.1,18.1,34.6,117,14,E02
M028,Weaving Machine,09-10-2024,Evening,84,19.5,58.7,19,11,None
M036,Spinning Machine,23-09-2024,Night,87.8,19,42.5,149,58,None
M047,Spinning Machine,08-10-2024,Morning,84.3,10.5,42.2,154,36,E01
M027,Dyeing Machine,13-09-2024,Night,65.9,15.8,47.3,150,0,None
M036,Printing Machine,20-09-2024,Night,82.1,20.1,50.8,41,51,E03
M007,Spinning Machine,24-10-2024,Morning,85.7,11.6,53.9,13,7,None
M009,Dyeing Machine,20-09-2024,Morning,61.2,17.8,31.9,5,30,E02
M017,Weaving Machine,08-09-2024,Morning,84.9,11.9,49.6,197,10,None
M022,Weaving Machine,23-10-2024,Night,66.3,17.5,48.3,102,60,E02
M049,Spinning Machine,30-10-2024,Night,62,15.1,41.4,115,6,E02
M008,Weaving Machine,05-10-2024,Night,73,16.3,42.1,50,31,None
M024,Dyeing Machine,28-09-2024,Evening,89.2,11.9,54,195,21,E01
M006,Spinning Machine,14-10-2024,Evening,73.9,14,46.3,155,35,None
M018,Weaving Machine,03-09-2024,Night,61.6,22.2,31.9,72,41,None
M033,Weaving Machine,18-09-2024,Morning,67.5,18.3,43.6,119,40,E03
M012,Spinning Machine,28-10-2024,Evening,87.6,14.6,50.1,157,24,E01
M011,Spinning Machine,11-10-2024,Morning,60.8,22.5,52.9,169,60,None
M042,Spinning Machine,23-10-2024,Night,77.5,12.8,40.6,156,43,E03
M049,Weaving Machine,04-10-2024,Night,64.3,18.7,43.2,47,56,E01
M022,Spinning Machine,22-09-2024,Evening,77.9,22.8,42.2,111,31,E03
M035,Dyeing Machine,06-10-2024,Morning,80,13.2,38.6,14,1,E01
M033,Spinning Machine,11-09-2024,Night,85.9,11.6,45.4,76,42,None
M047,Weaving Machine,03-09-2024,Evening,60,21.8,35,59,53,E02
M044,Spinning Machine,06-09-2024,Evening,85.7,22.1,44.3,155,25,E01
M013,Spinning Machine,24-09-2024,Evening,64.9,23.8,47.5,103,4,E03
M023,Spinning Machine,05-09-2024,Evening,63.4,11,42.5,42,15,E01
M013,Printing Machine,01-09-2024,Evening,68.8,22.2,39.3,191,39,E01
M032,Dyeing Machine,01-09-2024,Night,73.4,17.7,39.4,101,21,E02
M040,Dyeing Machine,10-09-2024,Night,83.2,17,49.5,172,40,E03
M011,Dyeing Machine,17-09-2024,Night,81.9,16.6,50.7,90,40,E01
M006,Spinning Machine,27-09-2024,Evening,66.3,13.8,49.7,168,31,None
